epoch,row,column,value
450,0,4,-3.6437845
450,1,0,0.70468974
450,1,1,1.4100934
450,1,2,0.4657511
450,1,3,1.6847688
450,1,4,-3.6992068
450,2,0,0.34853753
450,2,1,-1.4087056
450,2,2,5.208423
450,2,3,-1.23164
450,2,4,-3.1616888
450,3,0,0.7752698
450,3,1,1.2681754
450,3,2,0.63082707
450,3,3,1.5529002
450,3,4,-3.950069
450,4,0,-0.7782041
450,4,1,-1.3180869
450,4,2,-0.66322374
450,4,3,-1.5170925
450,4,4,3.9831295
460,0,0,5.4725313
460,0,1,-1.4834048
460,0,2,0.9011439
460,0,3,-0.98934746
460,0,4,-3.656649
460,1,0,0.70633596
460,1,1,1.4123485
460,1,2,0.47965086
460,1,3,1.6884099
460,1,4,-3.7148561
460,2,0,0.34796578
460,2,1,-1.4078435
460,2,2,5.221216
460,2,3,-1.2301426
460,2,4,-3.1725037
460,3,0,0.77614796
460,3,1,1.2694525
460,3,2,0.63961613
460,3,3,1.5550994
460,3,4,-3.9595966
460,4,0,-0.77900565
460,4,1,-1.3192946
460,4,2,-0.6711395
460,4,3,-1.5190405
460,4,4,3.9917405
470,0,0,5.4836783
470,0,1,-1.4848467
470,0,2,0.90336996
470,0,3,-0.9896125
470,0,4,-3.6683824
470,1,0,0.7079049
470,1,1,1.4144903
470,1,2,0.49281698
470,1,3,1.6918668
470,1,4,-3.7296984
470,2,0,0.34746492
470,2,1,-1.4071169
470,2,2,5.2322617
470,2,3,-1.2288498
470,2,4,-3.1818228
470,3,0,0.77697575
470,3,1,1.2706432
470,3,2,0.6478032
470,3,3,1.557154
470,3,4,-3.968487
470,4,0,-0.77975804
470,4,1,-1.3204161
470,4,2,-0.678486
470,4,3,-1.5208544
470,4,4,3.9997466
480,0,0,5.4937816
480,0,1,-1.4861535
480,0,2,0.90547895
480,0,3,-0.9898518
480,0,4,-3.6790884
480,1,0,0.7093998
480,1,1,1.4165239
480,1,2,0.50528604
480,1,3,1.6951479
480,1,4,-3.7437727
480,2,0,0.3470262
480,2,1,-1.4065048
480,2,2,5.2418017
480,2,3,-1.227731
480,2,4,-3.1898594
480,3,0,0.77775544
480,3,1,1.2717535
480,3,2,0.65542966
480,3,3,1.5590734
480,3,4,-3.9767828
480,4,0,-0.78046405
480,4,1,-1.3214579
480,4,2,-0.6853051
480,4,3,-1.5225427
480,4,4,4.007189
490,0,0,5.5029445
490,0,1,-1.4873377
490,0,2,0.90747
490,0,3,-0.9900688
490,0,4,-3.6888607
490,1,0,0.71082324
490,1,1,1.4184538
490,1,2,0.5170925
490,1,3,1.6982611
490,1,4,-3.757116
490,2,0,0.3466426
490,2,1,-1.405989
490,2,2,5.250047
490,2,3,-1.2267607
490,2,4,-3.196796
490,3,0,0.77848876
490,3,1,1.2727886
490,3,2,0.6625342
490,3,3,1.5608666
490,3,4,-3.984523
490,4,0,-0.7811254
490,4,1,-1.322425
490,4,2,-0.69163525
490,4,3,-1.5241145
490,4,4,4.014108
500,0,0,5.5112605
500,0,1,-1.4884106
500,0,2,0.9093446
500,0,3,-0.9902664
500,0,4,-3.6977828
500,1,0,0.71217877
500,1,1,1.4202851
500,1,2,0.5282698
500,1,3,1.7012141
500,1,4,-3.7697623
500,2,0,0.34630826
500,2,1,-1.4055548
500,2,2,5.2571783
500,2,3,-1.2259169
500,2,4,-3.2027867
500,3,0,0.77917844
500,3,1,1.2737533
500,3,2,0.66915286
500,3,3,1.5625417
500,3,4,-3.9917445
500,4,0,-0.78174496
500,4,1,-1.3233229
500,4,2,-0.69751227
500,4,3,-1.5255778
500,4,4,4.0205417
510,0,0,5.5188136
510,0,1,-1.4893825
510,0,2,0.9111053
510,0,3,-0.99044687
510,0,4,-3.7059314
510,1,0,0.71346843
510,1,1,1.4220217
510,1,2,0.53884876
510,1,3,1.7040144
510,1,4,-3.7817452
510,2,0,0.34601596
510,2,1,-1.4051895
510,2,2,5.263352
510,2,3,-1.225181
510,2,4,-3.2079675
510,3,0,0.77982694
510,3,1,1.2746522
510,3,2,0.67531925
510,3,3,1.5641065
510,3,4,-3.998482
510,4,0,-0.7823248
510,4,1,-1.3241564
510,4,2,-0.70296913
510,4,3,-1.5269401
510,4,4,4.0265226
520,0,0,5.525678
520,0,1,-1.4902636
520,0,2,0.9127545
520,0,3,-0.99061304
520,0,4,-3.7133772
520,1,0,0.71469504
520,1,1,1.4236683
520,1,2,0.5488592
520,1,3,1.7066692
520,1,4,-3.793096
520,2,0,0.345761
520,2,1,-1.4048826
520,2,2,5.268702
520,2,3,-1.2245374
520,2,4,-3.2124538
520,3,0,0.7804359
520,3,1,1.2754898
520,3,2,0.68106437
520,3,3,1.5655682
520,3,4,-4.004767
520,4,0,-0.7828675
520,4,1,-1.3249304
520,4,2,-0.7080366
520,4,3,-1.5282087
520,4,4,4.032083
530,0,0,5.531921
530,0,1,-1.4910614
530,0,2,0.9142971
530,0,3,-0.99076587
530,0,4,-3.7201831
530,1,0,0.71586114
530,1,1,1.4252284
530,1,2,0.5583292
530,1,3,1.7091849
530,1,4,-3.803845
530,2,0,0.34553823
530,2,1,-1.404625
530,2,2,5.273345
530,2,3,-1.223973
530,2,4,-3.2163434
530,3,0,0.78100765
530,3,1,1.2762702
530,3,2,0.6864171
530,3,3,1.5669335
530,3,4,-4.0106306
530,4,0,-0.7833745
530,4,1,-1.3256488
530,4,2,-0.7127425
530,4,3,-1.5293897
530,4,4,4.037253
540,0,0,5.537603
540,0,1,-1.4917841
540,0,2,0.9157377
540,0,3,-0.9909073
540,0,4,-3.7264063
540,1,0,0.7169689
540,1,1,1.4267067
540,1,2,0.56728536
540,1,3,1.7115679
540,1,4,-3.8140204
540,2,0,0.3453439
540,2,1,-1.4044093
540,2,2,5.2773786
540,2,3,-1.2234765
540,2,4,-3.2197208
540,3,0,0.78154415
540,3,1,1.2769971
540,3,2,0.69140446
540,3,3,1.5682086
540,3,4,-4.0161
540,4,0,-0.7838486
540,4,1,-1.3263154
540,4,2,-0.71711344
540,4,3,-1.5304894
540,4,4,4.0420594
550,0,0,5.5427775
550,0,1,-1.492439
550,0,2,0.9170808
550,0,3,-0.99103904
550,0,4,-3.732099
550,1,0,0.71802074
550,1,1,1.4281065
550,1,2,0.575753
550,1,3,1.7138245
550,1,4,-3.8236494
550,2,0,0.34517378
550,2,1,-1.4042292
550,2,2,5.2808886
550,2,3,-1.2230387
550,2,4,-3.2226572
550,3,0,0.78204745
550,3,1,1.2776742
550,3,2,0.69605136
550,3,3,1.5693995
550,3,4,-4.0212016
550,4,0,-0.7842915
550,4,1,-1.3269342
550,4,2,-0.72117347
550,4,3,-1.5315136
550,4,4,4.046528
560,0,0,5.547493
560,0,1,-1.4930323
560,0,2,0.9183317
560,0,3,-0.99116194
560,0,4,-3.737309
560,1,0,0.719019
560,1,1,1.4294314
560,1,2,0.5837559
560,1,3,1.7159605
560,1,4,-3.8327577
560,2,0,0.34502453
560,2,1,-1.4040792
560,2,2,5.283947
560,2,3,-1.222651
560,2,4,-3.225215
560,3,0,0.782519
560,3,1,1.2783046
560,3,2,0.7003808
560,3,3,1.5705117
560,3,4,-4.025959
560,4,0,-0.7847054
560,4,1,-1.3275082
560,4,2,-0.724945
560,4,3,-1.532467
560,4,4,4.0506825
570,0,0,5.551793
570,0,1,-1.4935696
570,0,2,0.91949546
570,0,3,-0.9912767
570,0,4,-3.7420778
570,1,0,0.7199655
570,1,1,1.4306848
570,1,2,0.5913168
570,1,3,1.7179812
570,1,4,-3.8413696
570,2,0,0.34489438
570,2,1,-1.4039551
570,2,2,5.2866173
570,2,3,-1.2223068
570,2,4,-3.2274463
570,3,0,0.782961
570,3,1,1.2788917
570,3,2,0.7044147
570,3,3,1.5715501
570,3,4,-4.0303955
570,4,0,-0.7850918
570,4,1,-1.328041
570,4,2,-0.7284485
570,4,3,-1.5333549
570,4,4,4.0545454
580,0,0,5.5557165
580,0,1,-1.4940566
580,0,2,0.92057705
580,0,3,-0.9913844
580,0,4,-3.7464452
580,1,0,0.72086275
580,1,1,1.4318699
580,1,2,0.59845716
580,1,3,1.719892
580,1,4,-3.8495088
580,2,0,0.34478042
580,2,1,-1.4038523
580,2,2,5.2889514
580,2,3,-1.2220006
580,2,4,-3.2293966
580,3,0,0.7833747
580,3,1,1.2794378
580,3,2,0.7081726
580,3,3,1.5725197
580,3,4,-4.034532
580,4,0,-0.785452
580,4,1,-1.3285353
580,4,2,-0.73170274
580,4,3,-1.5341816
580,4,4,4.058136
590,0,0,5.5592976
590,0,1,-1.4944978
590,0,2,0.9215814
590,0,3,-0.99148566
590,0,4,-3.7504463
590,1,0,0.7217121
590,1,1,1.4329898
590,1,2,0.60519683
590,1,3,1.721698
590,1,4,-3.8571968
590,2,0,0.34468007
590,2,1,-1.4037682
590,2,2,5.2909956
590,2,3,-1.2217269
590,2,4,-3.2311037
590,3,0,0.7837622
590,3,1,1.2799462
590,3,2,0.71167326
590,3,3,1.573425
590,3,4,-4.0383883
590,4,0,-0.78578764
590,4,1,-1.3289937
590,4,2,-0.73472553
590,4,3,-1.5349511
590,4,4,4.061473
600,0,0,5.56257
600,0,1,-1.4948971
600,0,2,0.92251354
600,0,3,-0.9915808
600,0,4,-3.7541122
600,1,0,0.7225162
600,1,1,1.4340477
600,1,2,0.61155546
600,1,3,1.7234039
600,1,4,-3.8644547
600,2,0,0.34459195
600,2,1,-1.4036996
600,2,2,5.2927876
600,2,3,-1.2214818
600,2,4,-3.2326002
600,3,0,0.7841242
600,3,1,1.2804192
600,3,2,0.7149332
600,3,3,1.57427
600,3,4,-4.041983
600,4,0,-0.78610086
600,4,1,-1.3294187
600,4,2,-0.73753333
600,4,3,-1.5356675
600,4,4,4.0645742
610,0,0,5.56556
610,0,1,-1.4952595
610,0,2,0.9233773
610,0,3,-0.99167126
610,0,4,-3.757474
610,1,0,0.72327644
610,1,1,1.4350461
610,1,2,0.61755085
610,1,3,1.7250141
610,1,4,-3.8713026
610,2,0,0.34451395
610,2,1,-1.4036442
610,2,2,5.2943625
610,2,3,-1.2212616
610,2,4,-3.2339144
610,3,0,0.7844636
610,3,1,1.2808592
610,3,2,0.71796954
610,3,3,1.5750585
610,3,4,-4.045333
610,4,0,-0.786393
610,4,1,-1.3298128
610,4,2,-0.7401411
610,4,3,-1.5363345
610,4,4,4.067457
620,0,0,5.5682936
620,0,1,-1.4955873
620,0,2,0.924178
620,0,3,-0.9917562
620,0,4,-3.7605555
620,1,0,0.723995
620,1,1,1.4359878
620,1,2,0.6232005
620,1,3,1.7265332
620,1,4,-3.877759
620,2,0,0.34444532
620,2,1,-1.4036002
620,2,2,5.2957487
620,2,3,-1.2210634
620,2,4,-3.2350705
620,3,0,0.7847801
620,3,1,1.2812681
620,3,2,0.72079563
620,3,3,1.5757939
620,3,4,-4.0484533
620,4,0,-0.7866648
620,4,1,-1.3301781
620,4,2,-0.7425624
620,4,3,-1.5369552
620,4,4,4.0701346
630,0,0,5.570794
630,0,1,-1.495884
630,0,2,0.92491955
630,0,3,-0.9918363
630,0,4,-3.7633817
630,1,0,0.7246731
630,1,1,1.4368753
630,1,2,0.6285203
630,1,3,1.727965
630,1,4,-3.883842
630,2,0,0.34438476
630,2,1,-1.4035656
630,2,2,5.2969704
630,2,3,-1.2208846
630,2,4,-3.2360892
630,3,0,0.7850762
630,3,1,1.2816484
630,3,2,0.72342616
630,3,3,1.5764796
630,3,4,-4.0513587
630,4,0,-0.7869177
630,4,1,-1.3305167
630,4,2,-0.74481016
630,4,3,-1.5375326
630,4,4,4.072622
640,0,0,5.5730815
640,0,1,-1.496153
640,0,2,0.92560583
640,0,3,-0.99191254
640,0,4,-3.765974
640,1,0,0.7253127
640,1,1,1.437711
640,1,2,0.63352585
640,1,3,1.7293135
640,1,4,-3.8895686
640,2,0,0.34433123
640,2,1,-1.4035391
640,2,2,5.2980485
640,2,3,-1.2207227
640,2,4,-3.2369885
640,3,0,0.785352
640,3,1,1.2820016
640,3,2,0.7258732
640,3,3,1.5771188
640,3,4,-4.0540633
640,4,0,-0.7871536
640,4,1,-1.3308302
640,4,2,-0.74689674
640,4,3,-1.5380696
640,4,4,4.074931
650,0,0,5.5751753
650,0,1,-1.4963963
650,0,2,0.92624056
650,0,3,-0.9919847
650,0,4,-3.7683518
650,1,0,0.72591543
650,1,1,1.438497
650,1,2,0.6382319
650,1,3,1.7305825
650,1,4,-3.8949547
650,2,0,0.3442839
650,2,1,-1.4035194
650,2,2,5.2990026
650,2,3,-1.2205758
650,2,4,-3.2377834
650,3,0,0.7856094
650,3,1,1.2823294
650,3,2,0.72814876
650,3,3,1.5777143
650,3,4,-4.0565796
650,4,0,-0.78737235
650,4,1,-1.3311205
650,4,2,-0.7488321
650,4,3,-1.5385687
650,4,4,4.0770745
660,0,0,5.5770907
660,0,1,-1.4966168
660,0,2,0.92682743
660,0,3,-0.992053
660,0,4,-3.7705333
660,1,0,0.7264827
660,1,1,1.4392359
660,1,2,0.64265186
660,1,3,1.7317755
660,1,4,-3.900016
660,2,0,0.34424177
660,2,1,-1.4035052
660,2,2,5.2998476
660,2,3,-1.2204424
660,2,4,-3.2384875
660,3,0,0.7858495
660,3,1,1.2826339
660,3,2,0.7302638
660,3,3,1.578269
660,3,4,-4.0589194
660,4,0,-0.78757614
660,4,1,-1.3313894
660,4,2,-0.7506271
660,4,3,-1.5390327
660,4,4,4.079063
668,0,0,5.5785065
668,0,1,-1.4967779
668,0,2,0.92726475
668,0,3,-0.99210477
668,0,4,-3.7721472
668,1,0,0.7269117
668,1,1,1.4397944
668,1,2,0.6459907
668,1,3,1.7326777
668,1,4,-3.903841
668,2,0,0.34421164
668,2,1,-1.4034971
668,2,2,5.300454
668,2,3,-1.2203444
668,2,4,-3.2389932
668,3,0,0.7860295
668,3,1,1.2828614
668,3,2,0.7318469
668,3,3,1.5786848
668,3,4,-4.0606723
668,4,0,-0.78772825
668,4,1,-1.3315898
668,4,2,-0.7519681
668,4,3,-1.53938
668,4,4,4.080549
