epoch,row,column,value
50,4,2,0.7253916
50,4,3,-1.0696272
50,4,4,1.5273108
60,0,0,1.8914577
60,0,1,-1.7340598
60,0,2,1.5158732
60,0,3,-1.611665
60,0,4,0.87446785
60,1,0,-0.121632695
60,1,1,1.1312934
60,1,2,-0.75301635
60,1,3,1.2458292
60,1,4,-1.3802513
60,2,0,0.14650768
60,2,1,-2.0450828
60,2,2,2.5574777
60,2,3,-1.9901372
60,2,4,-0.14136504
60,3,0,0.027902441
60,3,1,0.99012107
60,3,2,-0.6330442
60,3,3,1.1100066
60,3,4,-1.6710337
60,4,0,-0.086541064
60,4,1,-1.0244787
60,4,2,0.6581827
60,4,3,-1.0770524
60,4,4,1.7136455
70,0,0,1.9147209
70,0,1,-1.6567682
70,0,2,1.4718295
70,0,3,-1.5200555
70,0,4,0.6885753
70,1,0,-0.021578135
70,1,1,1.1427327
70,1,2,-0.7376506
70,1,3,1.2645183
70,1,4,-1.5341755
70,2,0,0.15661074
70,2,1,-2.0187228
70,2,2,2.5712178
70,2,3,-1.9622672
70,2,4,-0.18664657
70,3,0,0.094540305
70,3,1,1.0536574
70,3,2,-0.632782
70,3,3,1.1829225
70,3,4,-1.8717059
70,4,0,-0.15480915
70,4,1,-1.0871283
70,4,2,0.65192515
70,4,3,-1.148571
70,4,4,1.925234
80,0,0,1.9538944
80,0,1,-1.5740551
80,0,2,1.425379
80,0,3,-1.4211689
80,0,4,0.48202214
80,1,0,0.05559597
80,1,1,1.1892884
80,1,2,-0.73904043
80,1,3,1.3178592
80,1,4,-1.6836891
80,2,0,0.17983928
80,2,1,-1.9870145
80,2,2,2.5816414
80,2,3,-1.928911
80,2,4,-0.2537363
80,3,0,0.183875
80,3,1,1.087631
80,3,2,-0.5999915
80,3,3,1.226332
80,3,4,-2.0443864
80,4,0,-0.24331987
80,4,1,-1.1251863
80,4,2,0.61438054
80,4,3,-1.1954355
80,4,4,2.1063442
90,0,0,2.0147038
90,0,1,-1.5007256
90,0,2,1.3788341
90,0,3,-1.3296515
90,0,4,0.2522393
90,1,0,0.12974465
90,1,1,1.2139614
90,1,2,-0.7242779
90,1,3,1.3495764
90,1,4,-1.8282988
90,2,0,0.20091775
90,2,1,-1.9551712
90,2,2,2.6000392
90,2,3,-1.8951442
90,2,4,-0.323561
90,3,0,0.27993754
90,3,1,1.0838755
90,3,2,-0.5427021
90,3,3,1.2321959
90,3,4,-2.2044804
90,4,0,-0.33947095
90,4,1,-1.1258643
90,4,2,0.5501782
90,4,3,-1.2050503
90,4,4,2.2728994
100,0,0,2.1062334
100,0,1,-1.4392176
100,0,2,1.3367463
100,0,3,-1.2483495
100,0,4,0.008891063
100,1,0,0.21329106
100,1,1,1.2173737
100,1,2,-0.6861572
100,1,3,1.3602108
100,1,4,-1.9567897
100,2,0,0.21332256
100,2,1,-1.9254715
100,2,2,2.631046
100,2,3,-1.8631847
100,2,4,-0.39130875
100,3,0,0.36709607
100,3,1,1.0839387
100,3,2,-0.4821851
100,3,3,1.2413809
100,3,4,-2.3478134
100,4,0,-0.4231767
100,4,1,-1.1263295
100,4,2,0.48315835
100,4,3,-1.2139924
100,4,4,2.4235961
110,0,0,2.231149
110,0,1,-1.3914925
110,0,2,1.3006955
110,0,3,-1.1797782
110,0,4,-0.2405462
110,1,0,0.28556085
110,1,1,1.2174822
110,1,2,-0.6440028
110,1,3,1.367444
110,1,4,-2.0793672
110,2,0,0.2186652
110,2,1,-1.8985072
110,2,2,2.6753747
110,2,3,-1.8336151
110,2,4,-0.45879087
110,3,0,0.4293655
110,3,1,1.0978388
110,3,2,-0.43192044
110,3,3,1.2637564
110,3,4,-2.4837658
110,4,0,-0.48465896
110,4,1,-1.1408479
110,4,2,0.42463568
110,4,3,-1.2362915
110,4,4,2.5603209
120,0,0,2.3846235
120,0,1,-1.3591143
120,0,2,1.2685275
120,0,3,-1.1260651
120,0,4,-0.49309495
120,1,0,0.34512264
120,1,1,1.225795
120,1,2,-0.6033915
120,1,3,1.3825592
120,1,4,-2.1928923
120,2,0,0.22140154
120,2,1,-1.8739449
120,2,2,2.73163
120,2,3,-1.8061208
120,2,4,-0.53095067
120,3,0,0.48064294
120,3,1,1.1136669
120,3,2,-0.3818916
120,3,3,1.2875812
120,3,4,-2.6081712
120,4,0,-0.53138447
120,4,1,-1.1577615
120,4,2,0.36869982
120,4,3,-1.2604923
120,4,4,2.6858528
130,0,0,2.5601182
130,0,1,-1.337595
130,0,2,1.2376267
130,0,3,-1.0833248
130,0,4,-0.74445814
130,1,0,0.39327312
130,1,1,1.2381262
130,1,2,-0.56349015
130,1,3,1.4014215
130,1,4,-2.2992284
130,2,0,0.2255458
130,2,1,-1.85101
130,2,2,2.7977786
130,2,3,-1.7799573
130,2,4,-0.6112289
130,3,0,0.52798253
130,3,1,1.123994
130,3,2,-0.3273561
130,3,3,1.3055546
130,3,4,-2.720758
130,4,0,-0.5738165
130,4,1,-1.1695232
130,4,2,0.30875522
130,4,3,-1.2791843
130,4,4,2.7987282
140,0,0,2.749393
140,0,1,-1.3232715
140,0,2,1.2049001
140,0,3,-1.048381
140,0,4,-0.9924698
140,1,0,0.4350023
140,1,1,1.2488389
140,1,2,-0.52080816
140,1,3,1.4184762
140,1,4,-2.398218
140,2,0,0.23251843
140,2,1,-1.8288382
140,2,2,2.8719149
140,2,3,-1.7542884
140,2,4,-0.70099914
140,3,0,0.56851673
140,3,1,1.1322061
140,3,2,-0.27203292
140,3,3,1.3210193
140,3,4,-2.8238215
140,4,0,-0.6103108
140,4,1,-1.1787103
140,4,2,0.24780431
140,4,3,-1.2949196
140,4,4,2.900892
150,0,0,2.9459133
150,0,1,-1.3140566
150,0,2,1.1692076
150,0,3,-1.0195365
150,0,4,-1.2340878
150,1,0,0.4722561
150,1,1,1.2573855
150,1,2,-0.4751422
150,1,3,1.4331752
150,1,4,-2.489803
150,2,0,0.24203275
150,2,1,-1.8066798
150,2,2,2.9526439
150,2,3,-1.7283874
150,2,4,-0.79923534
150,3,0,0.6013873
150,3,1,1.1417605
150,3,2,-0.21832967
150,3,3,1.3373823
150,3,4,-2.9179134
150,4,0,-0.63880074
150,4,1,-1.1887023
150,4,2,0.18913056
150,4,3,-1.3110352
150,4,4,2.993888
160,0,0,3.1454425
160,0,1,-1.3093401
160,0,2,1.1318448
160,0,3,-0.99648106
160,0,4,-1.4647204
160,1,0,0.50394046
160,1,1,1.2655038
160,1,2,-0.4286771
160,1,3,1.447223
160,1,4,-2.5751588
160,2,0,0.252979
160,2,1,-1.7840115
160,2,2,3.0390468
160,2,3,-1.7017465
160,2,4,-0.9043198
160,3,0,0.62818754
160,3,1,1.1514752
160,3,2,-0.16597013
160,3,3,1.353502
160,3,4,-3.00401
160,4,0,-0.66133434
160,4,1,-1.1989684
160,4,2,0.13243914
160,4,3,-1.3270303
160,4,4,3.0783494
170,0,0,3.3441906
170,0,1,-1.3095673
170,0,2,1.0948101
170,0,3,-0.9798358
170,0,4,-1.6805447
170,1,0,0.5304176
170,1,1,1.2740542
170,1,2,-0.38235956
170,1,3,1.4614618
170,1,4,-2.654663
170,2,0,0.26440904
170,2,1,-1.7605565
170,2,2,3.1305544
170,2,3,-1.674102
170,2,4,-1.0149496
170,3,0,0.6507788
170,3,1,1.1600361
170,3,2,-0.114363
170,3,3,1.3681082
170,3,4,-3.0828428
170,4,0,-0.67993724
170,4,1,-1.2081486
170,4,2,0.07706982
170,4,3,-1.341593
170,4,4,3.1552777
180,0,0,3.5383801
180,0,1,-1.3141189
180,0,2,1.059672
180,0,3,-0.96902764
180,0,4,-1.8793079
180,1,0,0.5527566
180,1,1,1.2825484
180,1,2,-0.33621696
180,1,3,1.4754132
180,1,4,-2.7287693
180,2,0,0.27588624
180,2,1,-1.7362546
180,2,2,3.2268052
180,2,3,-1.6454047
180,2,4,-1.1303445
180,3,0,0.66974974
180,3,1,1.1678492
180,3,2,-0.06395995
180,3,3,1.3816165
180,3,4,-3.155041
180,4,0,-0.6951927
180,4,1,-1.2164013
180,4,2,0.023447212
180,4,3,-1.3548992
180,4,4,3.225585
190,0,0,3.724271
190,0,1,-1.3216985
190,0,2,1.02703
190,0,3,-0.96269816
190,0,4,-2.0608335
190,1,0,0.57179594
190,1,1,1.2905198
190,1,2,-0.29031497
190,1,3,1.4886228
190,1,4,-2.7980182
190,2,0,0.2873104
190,2,1,-1.711211
190,2,2,3.3275204
190,2,3,-1.6157739
190,2,4,-1.250055
190,3,0,0.6852794
190,3,1,1.1754068
190,3,2,-0.015366174
190,3,3,1.394528
190,3,4,-3.2213545
190,4,0,-0.7074004
190,4,1,-1.2242839
190,4,2,-0.027868051
190,4,3,-1.3675134
190,4,4,3.2899392
200,0,0,3.8991594
200,0,1,-1.3309724
200,0,2,0.99723184
200,0,3,-0.95939463
200,0,4,-2.2257638
200,1,0,0.5880583
200,1,1,1.2980508
200,1,2,-0.24496526
200,1,3,1.5011748
200,1,4,-2.8627987
200,2,0,0.29864419
200,2,1,-1.6856483
200,2,2,3.432402
200,2,3,-1.5854503
200,2,4,-1.3736026
200,3,0,0.69801587
200,3,1,1.182599
200,3,2,0.031335257
200,3,3,1.4067527
200,3,4,-3.2823808
200,4,0,-0.7171812
200,4,1,-1.2317879
200,4,2,-0.07677094
200,4,3,-1.3794461
200,4,4,3.348972
210,0,0,4.0615826
210,0,1,-1.3411801
210,0,2,0.9706912
210,0,3,-0.9582207
210,0,4,-2.3749347
210,1,0,0.6018766
210,1,1,1.3053236
210,1,2,-0.20052972
210,1,3,1.5132527
210,1,4,-2.9235003
210,2,0,0.30975294
210,2,1,-1.65987
210,2,2,3.5410497
210,2,3,-1.5547616
210,2,4,-1.5002358
210,3,0,0.70861435
210,3,1,1.1892804
210,3,2,0.07616613
210,3,3,1.4181656
210,3,4,-3.3386085
210,4,0,-0.7251549
210,4,1,-1.2387522
210,4,2,-0.12330336
210,4,3,-1.3905574
210,4,4,3.4032671
220,0,0,4.211002
220,0,1,-1.3518981
220,0,2,0.9477245
220,0,3,-0.958618
220,0,4,-2.509341
220,1,0,0.6136224
220,1,1,1.3123512
220,1,2,-0.15721577
220,1,3,1.5248744
220,1,4,-2.980492
220,2,0,0.32038647
220,2,1,-1.6342326
220,2,2,3.6528928
220,2,3,-1.5240984
220,2,4,-1.6288685
220,3,0,0.71743083
220,3,1,1.1955252
220,3,2,0.119001046
220,3,3,1.4288554
220,3,4,-3.3905108
220,4,0,-0.7316977
220,4,1,-1.2452247
220,4,2,-0.16740428
220,4,3,-1.4009106
220,4,4,3.4533093
230,0,0,4.347428
230,0,1,-1.3627406
230,0,2,0.9283473
230,0,3,-0.96007127
230,0,4,-2.630238
230,1,0,0.62368894
230,1,1,1.319081
230,1,2,-0.11512397
230,1,3,1.5359945
230,1,4,-3.034081
230,2,0,0.33023852
230,2,1,-1.6091253
230,2,2,3.7671452
230,2,3,-1.4938928
230,2,4,-1.7581396
230,3,0,0.72474486
230,3,1,1.2014161
230,3,2,0.15973993
230,3,3,1.4389197
230,3,4,-3.4385104
230,4,0,-0.73707587
230,4,1,-1.2513027
230,4,2,-0.20901592
230,4,3,-1.4106171
230,4,4,3.4995117
240,0,0,4.4712486
240,0,1,-1.3733643
240,0,2,0.9123451
240,0,3,-0.96212214
240,0,4,-2.739
240,1,0,0.6323807
240,1,1,1.3255062
240,1,2,-0.07435429
240,1,3,1.5466125
240,1,4,-3.0845428
240,2,0,0.33901858
240,2,1,-1.5849477
240,2,2,3.8827922
240,2,3,-1.4645954
240,2,4,-1.886506
240,3,0,0.7308619
240,3,1,1.2069544
240,3,2,0.1983818
240,3,3,1.4483746
240,3,4,-3.4829662
240,4,0,-0.7415515
240,4,1,-1.2570033
240,4,2,-0.24816789
240,4,3,-1.4197091
240,4,4,3.5422416
250,0,0,4.583153
250,0,1,-1.3835517
250,0,2,0.8994373
250,0,3,-0.96445584
250,0,4,-2.8369057
250,1,0,0.6399229
250,1,1,1.3316547
250,1,2,-0.035005108
250,1,3,1.5567621
250,1,4,-3.132131
250,2,0,0.3464996
250,2,1,-1.562081
250,2,2,3.998613
250,2,3,-1.4366456
250,2,4,-2.0123413
250,3,0,0.7360337
250,3,1,1.2121408
250,3,2,0.23494886
250,3,3,1.4572357
250,3,4,-3.524196
250,4,0,-0.7453457
250,4,1,-1.2623265
250,4,2,-0.28492728
250,4,3,-1.4282012
250,4,4,3.5818214
260,0,0,4.683999
260,0,1,-1.3932033
260,0,2,0.88931936
260,0,3,-0.96689314
260,0,4,-2.925104
260,1,0,0.6465114
260,1,1,1.3375446
260,1,2,0.0028616511
260,1,3,1.5664676
260,1,4,-3.177066
260,2,0,0.35254285
260,2,1,-1.5408566
260,2,2,4.1132383
260,2,3,-1.4104363
260,2,4,-2.1340418
260,3,0,0.740441
260,3,1,1.2170049
260,3,2,0.2694609
260,3,3,1.4655458
260,3,4,-3.5624845
260,4,0,-0.7486124
260,4,1,-1.2672998
260,4,2,-0.31936085
260,4,3,-1.4361345
260,4,4,3.6185284
270,0,0,4.774705
270,0,1,-1.4022632
270,0,2,0.88166
270,0,3,-0.9693121
270,0,4,-3.0046344
270,1,0,0.6523203
270,1,1,1.3431798
270,1,2,0.03921935
270,1,3,1.5757401
270,1,4,-3.2195418
270,2,0,0.35711372
270,2,1,-1.5215244
270,2,2,4.2252293
270,2,3,-1.3862783
270,2,4,-2.2501388
270,3,0,0.74423206
270,3,1,1.2215716
270,3,2,0.30195868
270,3,3,1.4733425
270,3,4,-3.5980818
270,4,0,-0.7514675
270,4,1,-1.271953
270,4,2,-0.35154888
270,4,3,-1.443551
270,4,4,3.6526048
280,0,0,4.856188
280,0,1,-1.4106989
280,0,2,0.87611556
280,0,3,-0.97162545
280,0,4,-3.076439
280,1,0,0.6574912
280,1,1,1.3485655
280,1,2,0.07405894
280,1,3,1.5845915
280,1,4,-3.259733
280,2,0,0.36027995
280,2,1,-1.5042303
280,2,2,4.333182
280,2,3,-1.3643731
280,2,4,-2.3594058
280,3,0,0.7475337
280,3,1,1.2258548
280,3,2,0.33250484
280,3,3,1.4806525
280,3,4,-3.6312082
280,4,0,-0.75400543
280,4,1,-1.2763032
280,4,2,-0.38159075
280,4,3,-1.4504803
280,4,4,3.6842647
290,0,0,4.92933
290,0,1,-1.418506
290,0,2,0.8723607
290,0,3,-0.97378266
290,0,4,-3.141348
290,1,0,0.6621351
290,1,1,1.3537111
290,1,2,0.107383154
290,1,3,1.5930378
290,1,4,-3.2977948
290,2,0,0.3621969
290,2,1,-1.4890091
290,2,2,4.435831
290,2,3,-1.3448023
290,2,4,-2.4609332
290,3,0,0.7504453
290,3,1,1.2298691
290,3,2,0.36117104
290,3,3,1.4875022
290,3,4,-3.66206
290,4,0,-0.7562978
290,4,1,-1.2803664
290,4,2,-0.40959373
290,4,3,-1.4569503
290,4,4,3.7136984
300,0,0,4.9949646
300,0,1,-1.4257002
300,0,2,0.87010175
300,0,3,-0.97576123
300,0,4,-3.2000859
300,1,0,0.6663424
300,1,1,1.3586282
300,1,2,0.13920815
300,1,3,1.6010969
300,1,4,-3.3338645
300,2,0,0.36307597
300,2,1,-1.4757961
300,2,2,4.532139
300,2,3,-1.3275357
300,2,4,-2.5541568
300,3,0,0.7530426
300,3,1,1.2336317
300,3,2,0.38803414
300,3,3,1.4939207
300,3,4,-3.6908128
300,4,0,-0.75839484
300,4,1,-1.2841609
300,4,2,-0.43566617
300,4,3,-1.4629899
300,4,4,3.7410743
310,0,0,5.0538597
310,0,1,-1.4323093
310,0,2,0.86907405
310,0,3,-0.97755563
310,0,4,-3.2532923
310,1,0,0.67018795
310,1,1,1.3633243
310,1,2,0.16956246
310,1,3,1.6087829
310,1,4,-3.368066
310,2,0,0.36314568
310,2,1,-1.4644512
310,2,2,4.6213565
310,2,3,-1.3124552
310,2,4,-2.6388428
310,3,0,0.75538474
310,3,1,1.2371582
310,3,2,0.41317698
310,3,3,1.4999336
310,3,4,-3.7176235
310,4,0,-0.7603339
310,4,1,-1.2877039
310,4,2,-0.45991868
310,4,3,-1.468627
310,4,4,3.7665446
320,0,0,5.1067176
320,0,1,-1.4383641
320,0,2,0.8690433
320,0,3,-0.9791678
320,0,4,-3.30153
320,1,0,0.6737303
320,1,1,1.3678073
320,1,2,0.19848216
320,1,3,1.6161104
320,1,4,-3.400511
320,2,0,0.36262238
320,2,1,-1.4547889
320,2,2,4.7030416
320,2,3,-1.2993845
320,2,4,-2.7150412
320,3,0,0.7575189
320,3,1,1.2404609
320,3,2,0.43668643
320,3,3,1.5055641
320,3,4,-3.7426326
320,4,0,-0.7621421
320,4,1,-1.2910098
320,4,2,-0.48246187
320,4,3,-1.4738863
320,4,4,3.790246
330,0,0,5.1541696
330,0,1,-1.4438995
330,0,2,0.8698056
330,0,3,-0.9806061
330,0,4,-3.3452976
330,1,0,0.6770163
330,1,1,1.3720851
330,1,2,0.22600919
330,1,3,1.623094
330,1,4,-3.4313009
330,2,0,0.36169082
330,2,1,-1.446606
330,2,2,4.777049
330,2,3,-1.2881182
330,2,4,-2.7830303
330,3,0,0.7594809
330,3,1,1.2435534
330,3,2,0.45865
330,3,3,1.5108355
330,3,4,-3.7659693
330,4,0,-0.7638391
330,4,1,-1.2940934
330,4,2,-0.5034042
330,4,3,-1.4787915
330,4,4,3.812304
340,0,0,5.1967874
340,0,1,-1.4489512
340,0,2,0.8711875
340,0,3,-0.9818823
340,0,4,-3.3850358
340,1,0,0.68008345
340,1,1,1.3761661
340,1,2,0.25219005
340,1,3,1.6297474
340,1,4,-3.4605272
340,2,0,0.3605017
340,2,1,-1.4397017
340,2,2,4.8434854
340,2,3,-1.2784454
340,2,4,-2.8432548
340,3,0,0.7612973
340,3,1,1.2464482
340,3,2,0.4791546
340,3,3,1.5157696
340,3,4,-3.78775
340,4,0,-0.76543844
340,4,1,-1.2969685
340,4,2,-0.52285063
340,4,3,-1.4833654
340,4,4,3.832833
350,0,0,5.235082
350,0,1,-1.453556
350,0,2,0.8730415
350,0,3,-0.9830116
350,0,4,-3.4211366
350,1,0,0.6829614
350,1,1,1.3800575
350,1,2,0.2770743
350,1,3,1.6360848
350,1,4,-3.488275
350,2,0,0.35917094
350,2,1,-1.4338907
350,2,2,4.9026537
350,2,3,-1.2701629
350,2,4,-2.8962705
350,3,0,0.7629888
350,3,1,1.2491567
350,3,2,0.49828616
350,3,3,1.5203867
350,3,4,-3.8080812
350,4,0,-0.7669497
350,4,1,-1.2996479
350,4,2,-0.5409016
350,4,3,-1.487629
350,4,4,3.851938
360,0,0,5.2695117
360,0,1,-1.4577483
360,0,2,0.87524426
360,0,3,-0.984008
360,0,4,-3.4539487
360,1,0,0.68567276
360,1,1,1.3837669
360,1,2,0.30071256
360,1,3,1.642119
360,1,4,-3.5146215
360,2,0,0.3577866
360,2,1,-1.4290069
360,2,2,4.954996
360,2,3,-1.2630836
360,2,4,-2.9427001
360,3,0,0.76457185
360,3,1,1.2516905
360,3,2,0.5161286
360,3,3,1.5247062
360,3,4,-3.8270612
360,4,0,-0.76837957
360,4,1,-1.3021443
360,4,2,-0.55765307
360,4,3,-1.4916025
360,4,4,3.8697166
370,0,0,5.300484
370,0,1,-1.461562
370,0,2,0.8776927
370,0,3,-0.9848863
370,0,4,-3.4837852
370,1,0,0.6882361
370,1,1,1.3873018
370,1,2,0.32315695
370,1,3,1.647863
370,1,4,-3.5396392
370,2,0,0.35641345
370,2,1,-1.4249058
370,2,2,5.0010386
370,2,3,-1.257039
370,2,4,-2.9831877
370,3,0,0.7660579
370,3,1,1.2540594
370,3,2,0.5327625
370,3,3,1.5287465
370,3,4,-3.84478
370,4,0,-0.7697336
370,4,1,-1.3044691
370,4,2,-0.5731961
370,4,3,-1.4953048
370,4,4,3.8862596
380,0,0,5.3283644
380,0,1,-1.4650286
380,0,2,0.88030267
380,0,3,-0.98565954
380,0,4,-3.510926
380,1,0,0.69066614
380,1,1,1.390669
380,1,2,0.3444593
380,1,3,1.6533289
380,1,4,-3.5633953
380,2,0,0.35509473
380,2,1,-1.4214627
380,2,2,5.041352
380,2,3,-1.2518802
380,2,4,-3.0183725
380,3,0,0.7674569
380,3,1,1.2562736
380,3,2,0.5482656
380,3,3,1.5325245
380,3,4,-3.8613214
380,4,0,-0.7710156
380,4,1,-1.306633
380,4,2,-0.58761597
380,4,3,-1.4987537
380,4,4,3.9016511
390,0,0,5.353476
390,0,1,-1.4681778
390,0,2,0.88300574
390,0,3,-0.9863405
390,0,4,-3.5356233
390,1,0,0.692974
390,1,1,1.3938752
390,1,2,0.36467078
390,1,3,1.6585292
390,1,4,-3.5859525
390,2,0,0.35385862
390,2,1,-1.418572
390,2,2,5.0765147
390,2,3,-1.2474774
390,2,4,-3.0488653
390,3,0,0.76877517
390,3,1,1.2583427
390,3,2,0.56271094
390,3,3,1.5360571
390,3,4,-3.8767638
390,4,0,-0.7722286
390,4,1,-1.3086469
390,4,2,-0.6009929
390,4,3,-1.5019662
390,4,4,3.9159698
400,0,0,5.37611
400,0,1,-1.4710371
400,0,2,0.88574696
400,0,3,-0.9869407
400,0,4,-3.5581036
400,1,0,0.6951695
400,1,1,1.3969274
400,1,2,0.383842
400,1,3,1.663475
400,1,4,-3.60737
400,2,0,0.35272023
400,2,1,-1.416144
400,2,2,5.107091
400,2,3,-1.2437178
400,2,4,-3.0752351
400,3,0,0.77001923
400,3,1,1.2602758
400,3,2,0.57616884
400,3,3,1.5393597
400,3,4,-3.8911793
400,4,0,-0.7733756
400,4,1,-1.3105202
400,4,2,-0.6134021
400,4,3,-1.5049578
400,4,4,3.9292884
410,0,0,5.3965235
410,0,1,-1.4736325
410,0,2,0.88848263
410,0,3,-0.9874705
410,0,4,-3.5785728
410,1,0,0.6972603
410,1,1,1.3998318
410,1,2,0.402022
410,1,3,1.668178
410,1,4,-3.627703
410,2,0,0.3516853
410,2,1,-1.4141037
410,2,2,5.133616
410,2,3,-1.2405046
410,2,4,-3.0980034
410,3,0,0.771194
410,3,1,1.2620807
410,3,2,0.5887057
410,3,3,1.5424464
410,3,4,-3.9046357
410,4,0,-0.7744588
410,4,1,-1.3122623
410,4,2,-0.6249138
410,4,3,-1.5077434
410,4,4,3.9416754
420,0,0,5.4149475
420,0,1,-1.4759865
420,0,2,0.89117914
420,0,3,-0.98793876
420,0,4,-3.5972152
420,1,0,0.6992527
420,1,1,1.4025947
420,1,2,0.419258
420,1,3,1.6726485
420,1,4,-3.6470046
420,2,0,0.35075453
420,2,1,-1.412388
420,2,2,5.1565843
420,2,3,-1.2377553
420,2,4,-3.117639
420,3,0,0.7723029
420,3,1,1.2637658
420,3,2,0.6003833
420,3,3,1.5453312
420,3,4,-3.9171958
420,4,0,-0.77548075
420,4,1,-1.3138821
420,4,2,-0.6355931
420,4,3,-1.510337
420,4,4,3.9531953
430,0,0,5.431586
430,0,1,-1.4781221
430,0,2,0.89381015
430,0,3,-0.9883542
430,0,4,-3.6141992
430,1,0,0.70115197
430,1,1,1.4052218
430,1,2,0.4355958
430,1,3,1.6768974
430,1,4,-3.6653247
430,2,0,0.349924
430,2,1,-1.4109443
430,2,2,5.1764455
430,2,3,-1.2353997
430,2,4,-3.1345596
430,3,0,0.7733497
430,3,1,1.2653387
430,3,2,0.61126
430,3,3,1.5480272
430,3,4,-3.9289186
430,4,0,-0.77644414
430,4,1,-1.3153878
430,4,2,-0.6455011
430,4,3,-1.5127518
430,4,4,3.9639075
440,0,0,5.446624
440,0,1,-1.4800584
440,0,2,0.89635646
440,0,3,-0.9887232
440,0,4,-3.629676
440,1,0,0.7029629
440,1,1,1.4077196
440,1,2,0.45107943
440,1,3,1.6809343
440,1,4,-3.6827104
440,2,0,0.34918764
440,2,1,-1.4097292
440,2,2,5.193605
440,2,3,-1.2333782
440,2,4,-3.1491344
440,3,0,0.77433795
440,3,1,1.2668064
440,3,2,0.62139094
440,3,3,1.5505465
440,3,4,-3.9398592
440,4,0,-0.7773511
440,4,1,-1.316787
440,4,2,-0.65469384
440,4,3,-1.5149999
440,4,4,3.9738681
450,0,0,5.460223
450,0,1,-1.4818135
450,0,2,0.89880407
450,0,3,-0.98905253
