time,cell_id,factor_id,value
0.0,0,x,-0.0007711648941040039
0.0,0,y,-0.9660824537277222
0.0,0,radius,0.23086899518966675
0.0,0,spring_constant,0.16222846508026123
0.0,1,x,-0.40017104148864746
0.0,1,y,-0.47426915168762207
0.0,1,radius,0.6156436204910278
0.0,1,spring_constant,0.08959412574768066
0.0,2,x,0.9096747636795044
0.0,2,y,-0.9103294610977173
0.0,2,radius,0.36113154888153076
0.0,2,spring_constant,0.32180261611938477
0.10067114233970642,0,x,0.10311049968004227
0.10067114233970642,0,y,-0.9508593678474426
0.10067114233970642,0,radius,0.23086899518966675
0.10067114233970642,0,spring_constant,0.16222846508026123
0.10067114233970642,1,x,-0.352199524641037
0.10067114233970642,1,y,-0.4931265115737915
0.10067114233970642,1,radius,0.6156436204910278
0.10067114233970642,1,spring_constant,0.08959412574768066
0.10067114233970642,2,x,0.9766939282417297
0.10067114233970642,2,y,-0.798065721988678
0.10067114233970642,2,radius,0.36113154888153076
0.10067114233970642,2,spring_constant,0.32180261611938477
0.20134228467941284,0,x,0.20307880640029907
0.20134228467941284,0,y,-0.9243196249008179
0.20134228467941284,0,radius,0.23086899518966675
0.20134228467941284,0,spring_constant,0.16222846508026123
0.20134228467941284,1,x,-0.30373722314834595
0.20134228467941284,1,y,-0.5082530379295349
0.20134228467941284,1,radius,0.6156436204910278
0.20134228467941284,1,spring_constant,0.08959412574768066
0.20134228467941284,2,x,1.0309869050979614
0.20134228467941284,2,y,-0.6819955110549927
0.20134228467941284,2,radius,0.36113154888153076
0.20134228467941284,2,spring_constant,0.32180261611938477
0.30201342701911926,0,x,0.2980501651763916
0.30201342701911926,0,y,-0.8872789144515991
0.30201342701911926,0,radius,0.23086899518966675
0.30201342701911926,0,spring_constant,0.16222846508026123
0.30201342701911926,1,x,-0.25509729981422424
0.30201342701911926,1,y,-0.5195450186729431
0.30201342701911926,1,radius,0.6156436204910278
0.30201342701911926,1,spring_constant,0.08959412574768066
0.30201342701911926,2,x,1.0724937915802002
0.30201342701911926,2,y,-0.5634663105010986
0.30201342701911926,2,radius,0.36113154888153076
0.30201342701911926,2,spring_constant,0.32180261611938477
0.4026845693588257,0,x,0.3870558738708496
0.4026845693588257,0,y,-0.8406028747558594
0.4026845693588257,0,radius,0.23086899518966675
0.4026845693588257,0,spring_constant,0.16222846508026123
0.4026845693588257,1,x,-0.20660322904586792
0.4026845693588257,1,y,-0.5269667506217957
0.4026845693588257,1,radius,0.6156436204910278
0.4026845693588257,1,spring_constant,0.08959412574768066
0.4026845693588257,2,x,1.1012955904006958
0.4026845693588257,2,y,-0.4438008666038513
0.4026845693588257,2,radius,0.36113154888153076
0.4026845693588257,2,spring_constant,0.32180261611938477
0.5033557415008545,0,x,0.46924176812171936
0.5033557415008545,0,y,-0.7852124571800232
0.5033557415008545,0,radius,0.23086899518966675
0.5033557415008545,0,spring_constant,0.16222846508026123
0.5033557415008545,1,x,-0.15857861936092377
0.5033557415008545,1,y,-0.5305372476577759
0.5033557415008545,1,radius,0.6156436204910278
0.5033557415008545,1,spring_constant,0.08959412574768066
0.5033557415008545,2,x,1.117592692375183
0.5033557415008545,2,y,-0.32427722215652466
0.5033557415008545,2,radius,0.36113154888153076
0.5033557415008545,2,spring_constant,0.32180261611938477
0.6040268540382385,0,x,0.5438670516014099
0.6040268540382385,0,y,-0.7220687866210938
0.6040268540382385,0,radius,0.23086899518966675
0.6040268540382385,0,spring_constant,0.16222846508026123
0.6040268540382385,1,x,-0.11133960634469986
0.6040268540382385,1,y,-0.5303239226341248
0.6040268540382385,1,radius,0.6156436204910278
0.6040268540382385,1,spring_constant,0.08959412574768066
0.6040268540382385,2,x,1.121708631515503
0.6040268540382385,2,y,-0.20612412691116333
0.6040268540382385,2,radius,0.36113154888153076
0.6040268540382385,2,spring_constant,0.32180261611938477
0.7046979665756226,0,x,0.6103082299232483
0.7046979665756226,0,y,-0.6521720886230469
0.7046979665756226,0,radius,0.23086899518966675
0.7046979665756226,0,spring_constant,0.16222846508026123
0.7046979665756226,1,x,-0.06518974155187607
0.7046979665756226,1,y,-0.5264408588409424
0.7046979665756226,1,radius,0.6156436204910278
0.7046979665756226,1,spring_constant,0.08959412574768066
0.7046979665756226,2,x,1.114088773727417
0.7046979665756226,2,y,-0.09050610661506653
0.7046979665756226,2,radius,0.36113154888153076
0.7046979665756226,2,spring_constant,0.32180261611938477
0.8053691387176514,0,x,0.6680518388748169
0.8053691387176514,0,y,-0.5765495300292969
0.8053691387176514,0,radius,0.23086899518966675
0.8053691387176514,0,spring_constant,0.16222846508026123
0.8053691387176514,1,x,-0.020413709804415703
0.8053691387176514,1,y,-0.5190293192863464
0.8053691387176514,1,radius,0.6156436204910278
0.8053691387176514,1,spring_constant,0.08959412574768066
0.8053691387176514,2,x,1.0952683687210083
0.8053691387176514,2,y,0.021482335403561592
0.8053691387176514,2,radius,0.36113154888153076
0.8053691387176514,2,spring_constant,0.32180261611938477
0.9060403108596802,0,x,0.716702938079834
0.9060403108596802,0,y,-0.49624720215797424
0.9060403108596802,0,radius,0.23086899518966675
0.9060403108596802,0,spring_constant,0.16222846508026123
0.9060403108596802,1,x,0.02272477187216282
0.9060403108596802,1,y,-0.5082658529281616
0.9060403108596802,1,radius,0.6156436204910278
0.9060403108596802,1,spring_constant,0.08959412574768066
0.9060403108596802,2,x,1.0658857822418213
0.9060403108596802,2,y,0.12882915139198303
0.9060403108596802,2,radius,0.36113154888153076
0.9060403108596802,2,spring_constant,0.32180261611938477
1.006711483001709,0,x,0.7559765577316284
1.006711483001709,0,y,-0.4123227298259735
1.006711483001709,0,radius,0.23086899518966675
1.006711483001709,0,spring_constant,0.16222846508026123
1.006711483001709,1,x,0.06398551166057587
1.006711483001709,1,y,-0.4943506717681885
1.006711483001709,1,radius,0.6156436204910278
1.006711483001709,1,spring_constant,0.08959412574768066
1.006711483001709,2,x,1.026660680770874
1.006711483001709,2,y,0.2306094914674759
1.006711483001709,2,radius,0.36113154888153076
1.006711483001709,2,spring_constant,0.32180261611938477
1.1073825359344482,0,x,0.7857003211975098
1.1073825359344482,0,y,-0.3258335590362549
1.1073825359344482,0,radius,0.23086899518966675
1.1073825359344482,0,spring_constant,0.16222846508026123
1.1073825359344482,1,x,0.10315404087305069
1.1073825359344482,1,y,-0.4775037467479706
1.1073825359344482,1,radius,0.6156436204910278
1.1073825359344482,1,spring_constant,0.08959412574768066
1.1073825359344482,2,x,0.9783874154090881
1.1073825359344482,2,y,0.32599225640296936
1.1073825359344482,2,radius,0.36113154888153076
1.1073825359344482,2,spring_constant,0.32180261611938477
1.208053708076477,0,x,0.8058105111122131
1.208053708076477,0,y,-0.23782694339752197
1.208053708076477,0,radius,0.23086899518966675
1.208053708076477,0,spring_constant,0.16222846508026123
1.208053708076477,1,x,0.1400427222251892
1.208053708076477,1,y,-0.45796093344688416
1.208053708076477,1,radius,0.6156436204910278
1.208053708076477,1,spring_constant,0.08959412574768066
1.208053708076477,2,x,0.9219207763671875
1.208053708076477,2,y,0.4142458140850067
1.208053708076477,2,radius,0.36113154888153076
1.208053708076477,2,spring_constant,0.32180261611938477
1.3087248802185059,0,x,0.8163483142852783
1.3087248802185059,0,y,-0.14933188259601593
1.3087248802185059,0,radius,0.23086899518966675
1.3087248802185059,0,spring_constant,0.16222846508026123
1.3087248802185059,1,x,0.1744910478591919
1.3087248802185059,1,y,-0.43597033619880676
1.3087248802185059,1,radius,0.6156436204910278
1.3087248802185059,1,spring_constant,0.08959412574768066
1.3087248802185059,2,x,0.8581664562225342
1.3087248802185059,2,y,0.49474096298217773
1.3087248802185059,2,radius,0.36113154888153076
1.3087248802185059,2,spring_constant,0.32180261611938477
1.4093959331512451,0,x,0.8174586892127991
1.4093959331512451,0,y,-0.06134979799389839
1.4093959331512451,0,radius,0.23086899518966675
1.4093959331512451,0,spring_constant,0.16222846508026123
1.4093959331512451,1,x,0.20636500418186188
1.4093959331512451,1,y,-0.4117847681045532
1.4093959331512451,1,radius,0.6156436204910278
1.4093959331512451,1,spring_constant,0.08959412574768066
1.4093959331512451,2,x,0.788072407245636
1.4093959331512451,2,y,0.5669511556625366
1.4093959331512451,2,radius,0.36113154888153076
1.4093959331512451,2,spring_constant,0.32180261611938477
1.510067105293274,0,x,0.8093801736831665
1.510067105293274,0,y,0.025155222043395042
1.510067105293274,0,radius,0.23086899518966675
1.510067105293274,0,spring_constant,0.16222846508026123
1.510067105293274,1,x,0.23555825650691986
1.510067105293274,1,y,-0.38566693663597107
1.510067105293274,1,radius,0.6156436204910278
1.510067105293274,1,spring_constant,0.08959412574768066
1.510067105293274,2,x,0.7126097679138184
1.510067105293274,2,y,0.6304607391357422
1.510067105293274,2,radius,0.36113154888153076
1.510067105293274,2,spring_constant,0.32180261611938477
1.6107382774353027,0,x,0.7924445867538452
1.6107382774353027,0,y,0.10926345735788345
1.6107382774353027,0,radius,0.23086899518966675
1.6107382774353027,0,spring_constant,0.16222846508026123
1.6107382774353027,1,x,0.26198989152908325
1.6107382774353027,1,y,-0.3578759729862213
1.6107382774353027,1,radius,0.6156436204910278
1.6107382774353027,1,spring_constant,0.08959412574768066
1.6107382774353027,2,x,0.6327700614929199
1.6107382774353027,2,y,0.6849559545516968
1.6107382774353027,2,radius,0.36113154888153076
1.6107382774353027,2,spring_constant,0.32180261611938477
1.7114094495773315,0,x,0.7671762704849243
1.7114094495773315,0,y,0.1898420751094818
1.7114094495773315,0,radius,0.23086899518966675
1.7114094495773315,0,spring_constant,0.16222846508026123
1.7114094495773315,1,x,0.28560179471969604
1.7114094495773315,1,y,-0.32867199182510376
1.7114094495773315,1,radius,0.6156436204910278
1.7114094495773315,1,spring_constant,0.08959412574768066
1.7114094495773315,2,x,0.5494433641433716
1.7114094495773315,2,y,0.7304972410202026
1.7114094495773315,2,radius,0.36113154888153076
1.7114094495773315,2,spring_constant,0.32180261611938477
1.8120806217193604,0,x,0.734584391117096
1.8120806217193604,0,y,0.26536425948143005
1.8120806217193604,0,radius,0.23086899518966675
1.8120806217193604,0,spring_constant,0.16222846508026123
1.8120806217193604,1,x,0.3063439428806305
1.8120806217193604,1,y,-0.29832345247268677
1.8120806217193604,1,radius,0.6156436204910278
1.8120806217193604,1,spring_constant,0.08959412574768066
1.8120806217193604,2,x,0.46312886476516724
1.8120806217193604,2,y,0.7677116990089417
1.8120806217193604,2,radius,0.36113154888153076
1.8120806217193604,2,spring_constant,0.32180261611938477
1.9127516746520996,0,x,0.6954911351203918
1.9127516746520996,0,y,0.3354291617870331
1.9127516746520996,0,radius,0.23086899518966675
1.9127516746520996,0,spring_constant,0.16222846508026123
1.9127516746520996,1,x,0.32418712973594666
1.9127516746520996,1,y,-0.2670997679233551
1.9127516746520996,1,radius,0.6156436204910278
1.9127516746520996,1,spring_constant,0.08959412574768066
1.9127516746520996,2,x,0.37456366419792175
1.9127516746520996,2,y,0.7962780594825745
1.9127516746520996,2,radius,0.36113154888153076
1.9127516746520996,2,spring_constant,0.32180261611938477
2.013422966003418,0,x,0.6506293416023254
2.013422966003418,0,y,0.3997909724712372
2.013422966003418,0,radius,0.23086899518966675
2.013422966003418,0,spring_constant,0.16222846508026123
2.013422966003418,1,x,0.3391369581222534
2.013422966003418,1,y,-0.23526139557361603
2.013422966003418,1,radius,0.6156436204910278
2.013422966003418,1,spring_constant,0.08959412574768066
2.013422966003418,2,x,0.28460389375686646
2.013422966003418,2,y,0.8158837556838989
2.013422966003418,2,radius,0.36113154888153076
2.013422966003418,2,spring_constant,0.32180261611938477
2.1140940189361572,0,x,0.6006770133972168
2.1140940189361572,0,y,0.45824387669563293
2.1140940189361572,0,radius,0.23086899518966675
2.1140940189361572,0,spring_constant,0.16222846508026123
2.1140940189361572,1,x,0.3512272238731384
2.1140940189361572,1,y,-0.20305655896663666
2.1140940189361572,1,radius,0.6156436204910278
2.1140940189361572,1,spring_constant,0.08959412574768066
2.1140940189361572,2,x,0.1941719800233841
2.1140940189361572,2,y,0.8263410925865173
2.1140940189361572,2,radius,0.36113154888153076
2.1140940189361572,2,spring_constant,0.32180261611938477
2.2147650718688965,0,x,0.5462725162506104
2.2147650718688965,0,y,0.5106104016304016
2.2147650718688965,0,radius,0.23086899518966675
2.2147650718688965,0,spring_constant,0.16222846508026123
2.2147650718688965,1,x,0.360515296459198
