t,trajectory,value,epoch
23,5,52.838247751639024,0
24,1,66.505408003443,0
24,2,53.18792621006422,0
24,3,21.75277668376418,0
24,4,48.84211068694818,0
24,5,51.107687314066105,0
25,1,63.72975454273234,0
25,2,53.967138594635855,0
25,3,20.042688477382086,0
25,4,50.32265561134963,0
25,5,49.37729072578505,0
26,1,60.94758045243217,0
26,2,54.74095298118138,0
26,3,18.41307778964937,0
26,4,51.80321634193234,0
26,5,47.64707924949951,0
27,1,58.19368070053704,0
27,2,55.50874942173233,0
27,3,16.872922020493725,0
27,4,53.28377983933427,0
27,5,45.917074147913134,0
28,1,55.50285025504155,0
28,2,56.2699079683202,0
28,3,15.431198569842866,0
28,4,54.76433306419334,0
28,5,44.18729668372961,0
29,1,52.90988408394031,0
29,2,57.02380867297646,0
29,3,14.096884837624504,0
29,4,56.244862977147505,0
29,5,42.457768119652584,0
30,1,50.449577155227864,0
30,2,57.769831587732625,0
30,3,12.878958223766364,0
30,4,57.725356538834674,0
30,5,40.72850971838574,0
31,1,48.15672443689882,0
31,2,58.50735676462022,0
31,3,11.786396128196142,0
31,4,59.205800709892834,0
31,5,38.99954274263271,0
32,1,46.06612089694776,0
32,2,59.23576425567071,0
32,3,10.828175950841555,0
32,4,60.68618245095986,0
32,5,37.27088845509718,0
33,1,44.21256150336927,0
33,2,59.95443411291562,0
33,3,10.013275091630312,0
33,4,62.166489423461634,0
33,5,35.54256811848279,0
34,1,42.63084122415793,0
34,2,60.66274638838644,0
34,3,9.350670950490128,0
34,4,63.64672036867544,0
34,5,33.814602995493246,0
35,1,41.355755027308334,0
35,2,61.360081134114665,0
35,3,8.849340927348713,0
35,4,65.12688287155348,0
35,5,32.08701434883217,0
36,1,40.42209788081505,0
36,2,62.045818402131815,0
36,3,8.518262422133777,0
36,4,66.60698476346398,0
36,5,30.359823441203233,0
37,1,39.86466475267267,0
37,2,62.719338244469384,0
37,3,8.366412834773033,0
37,4,68.08703387577518,0
37,5,28.633051535310116,0
38,1,39.718250610875785,0
38,2,63.38002071315884,0
38,3,8.402769565194196,0
38,4,69.5670380398553,0
38,5,26.90671989385646,0
39,1,40.01764974341945,0
39,2,64.02724586023174,0
39,3,8.636310013324971,0
39,4,71.04700508707256,0
39,5,25.18084977954595,0
40,1,40.77780587082254,0
40,2,64.66039373771955,0
40,3,9.076011579093073,0
40,4,72.52694284879517,0
40,5,23.455462455082227,0
41,1,41.941857528037,0
41,2,65.27884439765376,0
41,3,9.730851662426215,0
41,4,74.0068591563914,0
41,5,21.730579183168967,0
42,1,43.43671263632609,0
42,2,65.8819778920659,0
42,3,10.608529277036416,0
42,4,75.48676184122945,0
42,5,20.006221226509833,0
43,1,45.18927911695315,0
43,2,66.46917427298747,0
43,3,11.689130154331009,0
43,4,76.96665873467754,0
43,5,18.28240984780848,0
44,1,47.12646489118143,0
44,2,67.03981359244995,0
44,3,12.926085825536571,0
44,4,78.44655766810388,0
44,5,16.55916630976859,0
45,1,49.175177880274276,0
45,2,67.59327590248485,0
45,3,14.271741327233453,0
45,4,79.92646647287674,0
45,5,14.836511875093802,0
46,1,51.26232600549497,0
46,2,68.12894125512366,0
46,3,15.678441696001988,0
46,4,81.40639298036433,0
46,5,13.114467806487788,0
47,1,53.31481718810683,0
47,2,68.6461897023979,0
47,3,17.098531968422503,0
47,4,82.88634502193487,0
47,5,11.393055366654213,0
48,1,55.25955934937312,0
48,2,69.14440129633907,0
48,3,18.484357181075346,0
48,4,84.36633042895659,0
48,5,9.67225829921265,0
49,1,57.02346041055717,0
49,2,69.62466105323247,0
49,3,19.78826237054085,0
49,4,85.8463570327977,0
49,5,7.951697425381637,0
